设备编号,设备名称,设备类型,电压等级,所属变电站,所属区域,制造商,投运日期,设计寿命（年）,已运行年限,额定参数,运行状态,年龄风险原始,故障次数,累计修复时间,严重故障次数,严重故障占比,故障风险原始,MTTR(h),MTBF(h),设备可用率,平均巡检评分,巡检次数,缺陷次数,缺陷率,检修次数,平均延期天数,延期次数,延期率,平均负荷率,最大负荷率,平均油温,绝缘电阻,故障风险得分,可靠性得分,运行状态得分,巡检状态得分,检修状态得分,基础风险得分,健康评分,健康等级
EQ-0352,武侯110kV_断路器_04,断路器,110kV,武侯110kV变电站,西南,西门子,2017-12-14,25,9,rated_current_a=2980.7; breaking_capacity_ka=40.4,正常运行,0.36,3.0,83.1,1.0,0.3333333333333333,5.0,27.7,9812.300000000001,0.9971849593495935,86.27837837837838,37,4,0.10810810810810811,11,0.5454545454545454,1,0.09090909090909091,0.6285682926829268,0.7839731707317072,58.81707317073171,9836.90243902439,63.63636363636363,62.09552444987884,42.73628189155438,76.92297297297297,83.63636363636364,76.06299212598425,64.3838336995583,注意
EQ-0072,南沙110kV_断路器_02,断路器,35kV,南沙110kV变电站,华南,平高电气,2014-07-04,25,12,rated_current_a=3731.6; breaking_capacity_ka=38.8,正常运行,0.48,2.0,46.4,1.0,0.5,4.0,23.2,14736.8,0.9984281842818428,87.115,40,5,0.125,11,5.090909090909091,3,0.2727272727272727,0.6088951219512195,0.7542170731707317,58.81707317073171,9551.707317073171,72.72727272727273,70.68750873181422,45.476987486649016,74.8075,50.909090909090914,62.83464566929135,64.01021608334906,注意
EQ-0373,重庆两江220kV_断路器_05,断路器,220kV,重庆两江220kV变电站,西南,河南森源,2014-12-26,25,12,rated_current_a=2410.1; breaking_capacity_ka=56.0,正常运行,0.48,2.0,16.8,1.0,0.5,4.0,8.4,14751.6,0.9994308943089432,87.62784810126583,79,6,0.0759493670886076,10,5.1,3,0.3,0.647490243902439,0.8030390243902439,58.81707317073171,9232.585365853658,72.72727272727273,76.93085245325896,34.82811863153094,82.42151898734178,46.00000000000001,62.83464566929135,63.78030481380657,注意
EQ-0437,大连开发区35kV_避雷器_01,避雷器,35kV,大连开发区35kV变电站,东北,浙江金利华,2005-11-12,20,21,rated_voltage_kv=131.5,正常运行,1.05,2.0,11.5,0.0,0.0,2.0,5.75,14754.25,0.999610433604336,83.35061728395061,81,19,0.2345679012345679,12,4.333333333333333,3,0.25,0.5340146341463414,0.6716707317073171,58.81707317073171,9012.036585365855,90.9090909090909,78.04874845743656,57.00481462467703,56.49012345679012,55.00000000000001,0.0,63.711503862213966,注意
EQ-0290,石家庄高新35kV_电容器组_01,电容器组,35kV,石家庄高新35kV变电站,华北,思源电气,2009-09-15,20,17,rated_capacity_mvar=22.2,正常运行,0.85,3.0,21.5,0.0,0.0,3.0,7.166666666666667,9832.833333333334,0.9992716802168021,86.11052631578947,38,4,0.10526315789473684,9,0.6666666666666666,1,0.1111111111111111,0.6346658536585366,0.7860975609756097,58.81707317073171,9012.036585365855,81.81818181818181,70.78064657154893,36.157745343836794,77.26578947368421,80.0,22.047244094488207,63.63681666812405,注意
EQ-0016,龙华220kV_隔离开关_01,隔离开关,220kV,龙华220kV变电站,华南,新东北电气,2009-06-03,30,17,rated_current_a=2843.2,正常运行,0.5666666666666667,2.0,5.8,0.0,0.0,2.0,2.9,14757.1,0.9998035230352303,85.61410256410257,78,10,0.1282051282051282,10,8.3,4,0.4,0.687129268292683,0.8447536585365855,58.81707317073171,9012.036585365855,90.9090909090909,79.25101397136343,25.378298675807073,73.57628205128205,28.0,53.28083989501313,62.81766155390045,注意
EQ-0349,武侯110kV_断路器_01,断路器,110kV,武侯110kV变电站,西南,河南森源,2012-07-10,25,14,rated_current_a=3681.5; breaking_capacity_ka=40.2,正常运行,0.56,2.0,47.9,1.0,0.5,4.0,23.95,14736.05,0.9983773712737127,86.96315789473684,38,8,0.21052631578947367,13,6.846153846153846,5,0.38461538461538464,0.5153243902439024,0.6434707317073171,58.81707317073171,9240.829268292682,72.72727272727273,70.37112307025453,63.07908495020199,61.902631578947364,30.769230769230774,54.01574803149607,62.63575240282429,注意
EQ-0195,杭州滨江110kV_电容器组_02,电容器组,10kV,杭州滨江110kV变电站,华东,西门子,2014-04-02,20,12,rated_capacity_mvar=13.9,正常运行,0.6,2.0,14.9,1.0,0.5,4.0,7.45,14752.55,0.9994952574525745,87.39999999999999,34,2,0.058823529411764705,9,6.444444444444445,3,0.3333333333333333,0.6308975609756097,0.7896414634146343,58.81707317073171,9012.036585365855,72.72727272727273,77.33160762456792,36.249735365192585,84.87647058823529,40.0,49.60629921259844,62.59018728926542,注意
EQ-0374,重庆两江220kV_断路器_06,断路器,220kV,重庆两江220kV变电站,西南,沈阳高开,2012-03-04,25,14,rated_current_a=3434.7; breaking_capacity_ka=61.1,备用,0.56,2.0,12.9,1.0,0.5,4.0,6.45,14753.55,0.9995630081300813,86.91111111111111,81,12,0.14814814814814814,13,2.6923076923076925,2,0.15384615384615385,0.6669219512195123,0.8196,58.81707317073171,8683.0,72.72727272727273,77.75345517331418,27.466421736285252,71.23333333333333,72.3076923076923,54.01574803149607,62.543137597656916,注意
EQ-0435,大连开发区35kV_电容器组_01,电容器组,10kV,大连开发区35kV变电站,东北,九州电气,2006-12-19,20,20,rated_capacity_mvar=27.8,正常运行,1.0,2.0,37.599999999999994,1.0,0.5,4.0,18.799999999999997,14741.2,0.9987262872628727,84.85249999999999,40,7,0.175,11,0.6363636363636364,1,0.09090909090909091,0.5448,0.6843146341463414,58.81707317073171,9012.036585365855,72.72727272727273,72.5436379462978,54.73729551417454,66.17625,83.63636363636364,5.511811023622045,62.47925983991122,注意
EQ-0248,通州35kV_电容器组_02,电容器组,35kV,通州35kV变电站,华北,思源电气,2009-12-27,20,17,rated_capacity_mvar=8.8,正常运行,0.85,3.0,61.0,0.0,0.0,3.0,20.333333333333332,9819.666666666666,0.9979336043360434,85.35249999999999,40,7,0.175,10,4.5,3,0.3,0.5147634146341463,0.6522829268292684,58.81707317073171,9012.036585365855,81.81818181818181,65.21145300327021,60.77243181602376,66.42625,46.00000000000001,22.047244094488207,62.41998432785307,注意
EQ-0425,沈阳浑南110kV_避雷器_04,避雷器,110kV,沈阳浑南110kV变电站,东北,河南久盛,2010-11-17,20,16,rated_voltage_kv=111.3,正常运行,0.8,1.0,36.3,1.0,1.0,3.0,36.3,29483.7,0.998770325203252,85.37435897435897,39,7,0.1794871794871795,14,1.5714285714285714,3,0.21428571428571427,0.6560926829268292,0.8235170731707318,58.81707317073171,9012.036585365855,81.81818181818181,85.18947125251445,30.571080168824444,65.76410256410256,61.42857142857143,27.559055118110237,62.37003377809678,注意
EQ-0189,杭州滨江110kV_断路器_05,断路器,110kV,杭州滨江110kV变电站,华东,西门子,2015-06-13,25,11,rated_current_a=3210.9; breaking_capacity_ka=50.5,正常运行,0.44,3.0,36.7,1.0,0.3333333333333333,5.0,12.233333333333334,9827.766666666666,0.9987567750677506,87.04615384615386,39,6,0.15384615384615385,12,3.6666666666666665,3,0.25,0.5841048780487805,0.7278170731707316,58.81707317073171,9251.463414634147,63.63636363636363,68.63756448957838,48.3660030644274,70.44615384615385,55.00000000000001,67.24409448818898,62.10113694563404,注意
EQ-0326,江夏35kV_避雷器_03,避雷器,35kV,江夏35kV变电站,华中,ABB,2011-09-09,20,15,rated_voltage_kv=72.4,正常运行,0.75,3.0,33.5,1.0,0.3333333333333333,5.0,11.166666666666666,9828.833333333334,0.9988651761517615,85.55128205128206,39,5,0.1282051282051282,9,6.0,2,0.2222222222222222,0.5217853658536585,0.6528243902439024,58.81707317073171,9012.036585365855,63.63636363636363,69.08873966473008,59.97255252060351,73.5448717948718,60.0,33.07086614173228,62.06016672956163,注意
EQ-0022,龙华220kV_隔离开关_07,隔离开关,220kV,龙华220kV变电站,华南,长征电气,2006-04-09,30,20,rated_current_a=1518.7,正常运行,0.6666666666666666,2.0,32.2,1.0,0.5,4.0,16.1,14743.9,0.998909214092141,85.26666666666667,81,9,0.1111111111111111,11,2.909090909090909,3,0.2727272727272727,0.6042268292682926,0.7595170731707317,58.81707317073171,9012.036585365855,72.72727272727273,73.68262632791271,41.75653309588223,75.96666666666667,50.909090909090914,42.25721784776905,61.98128094226318,注意
EQ-0082,南沙110kV_避雷器_01,避雷器,35kV,南沙110kV变电站,华南,ABB,2012-07-28,20,14,rated_voltage_kv=187.1,检修停运,0.7,3.0,57.800000000000004,0.0,0.0,3.0,19.26666666666667,9820.733333333334,0.9980420054200543,87.06153846153846,39,0,0.0,10,4.8,3,0.3,0.6855951219512195,0.8510024390243903,58.81707317073171,9012.036585365855,81.81818181818181,65.66262817842191,24.993039456711543,93.53076923076924,46.00000000000001,38.58267716535434,61.073562082722965,注意
EQ-0281,天津滨海220kV_GIS组合电器_03,GIS组合电器,220kV,天津滨海220kV变电站,华北,西电集团,2009-03-12,35,17,rated_current_a=2225.6; sf6_pressure_mpa=0.5,正常运行,0.4857142857142857,2.0,55.599999999999994,1.0,0.5,4.0,27.799999999999997,14732.2,0.9981165311653117,84.63414634146342,82,16,0.1951219512195122,9,1.5555555555555556,1,0.1111111111111111,0.6749243902439025,0.828551219512195,58.18292682926829,8427.585365853658,72.72727272727273,68.74701000758141,24.97591095762035,63.048780487804876,80.0,62.20472440944882,60.60419188897415,注意
EQ-0221,亦庄110kV_断路器_04,断路器,35kV,亦庄110kV变电站,华北,沈阳高开,2011-03-28,25,15,rated_current_a=3515.8; breaking_capacity_ka=33.0,正常运行,0.6,2.0,23.0,1.0,0.5,4.0,11.5,14748.5,0.9992208672086721,87.41025641025641,39,8,0.20512820512820512,12,0.8333333333333334,2,0.16666666666666666,0.6742292682926829,0.8274682926829269,58.81707317073171,8889.682926829268,72.72727272727273,75.62312505214554,27.42940108871929,62.93589743589743,70.0,49.60629921259844,60.193337946635616,注意
EQ-0292,石家庄高新35kV_避雷器_01,避雷器,35kV,石家庄高新35kV变电站,华北,ABB,2007-10-18,20,19,rated_voltage_kv=192.4,正常运行,0.95,3.0,13.1,0.0,0.0,3.0,4.366666666666666,9835.633333333333,0.9995562330623307,85.20769230769231,39,7,0.1794871794871795,11,6.454545454545454,4,0.36363636363636365,0.5443317073170731,0.6864073170731708,58.81707317073171,9012.036585365855,81.81818181818181,71.96498140632212,54.60340154827794,65.68076923076923,34.54545454545455,11.023622047244103,60.17724508935071,注意
EQ-0393,重庆两江220kV_GIS组合电器_02,GIS组合电器,220kV,重庆两江220kV变电站,西南,ABB,2009-12-05,35,17,rated_current_a=2495.8; sf6_pressure_mpa=0.5,正常运行,0.4857142857142857,3.0,66.3,1.0,0.3333333333333333,5.0,22.099999999999998,9817.9,0.9977540650406505,86.05679012345679,81,11,0.13580246913580246,9,1.6666666666666667,1,0.1111111111111111,0.6442609756097561,0.7987073170731708,59.75609756097561,8593.90243902439,63.63636363636363,64.46419411942522,29.733301896766957,72.65802469135802,80.0,62.20472440944882,59.86776625697792,预警
EQ-0427,大连开发区35kV_电力变压器_01,电力变压器,220kV,大连开发区35kV变电站,东北,西电集团,2007-06-10,30,19,rated_capacity_mva=34.8; rated_current_a=376.1,正常运行,0.6333333333333333,3.0,19.7,1.0,0.3333333333333333,5.0,6.566666666666666,9833.433333333332,0.9993326558265583,83.95802469135803,81,16,0.19753086419753085,13,2.3846153846153846,3,0.23076923076923078,0.5819,0.7340317073170732,51.760975609756095,7864.5609756097565,63.63636363636363,71.03443260757176,48.76592277558408,62.34938271604939,58.46153846153846,45.93175853018373,59.660899092301705,预警
EQ-0301,武昌110kV_断路器_04,断路器,110kV,武昌110kV变电站,华中,平高电气,2010-08-06,25,16,rated_current_a=2037.4; breaking_capacity_ka=44.2,正常运行,0.64,4.0,77.0,1.0,0.25,6.0,19.25,7360.75,0.9973915989159892,85.12972972972973,37,4,0.10810810810810811,12,4.0,3,0.25,0.5123951219512195,0.6408463414634146,58.81707317073171,8602.414634146342,54.54545454545455,62.31674507326944,59.18237390077901,76.34864864864865,55.00000000000001,45.19685039370079,59.40816976784071,预警
EQ-0404,成都高新35kV_电容器组_02,电容器组,35kV,成都高新35kV变电站,西南,思源电气,2019-10-09,20,7,rated_capacity_mvar=20.0,正常运行,0.35,3.0,53.3,2.0,0.6666666666666666,7.0,17.766666666666666,9822.233333333334,0.9981944444444445,87.88717948717948,39,5,0.1282051282051282,11,0.0,0,0.0,0.6691902439024391,0.8242073170731709,58.81707317073171,9012.036585365855,45.45454545454546,66.29709326847897,29.10724062317663,74.71282051282051,100.0,77.16535433070867,59.36796165196143,预警
EQ-0396,成都高新35kV_电力变压器_02,电力变压器,35kV,成都高新35kV变电站,西南,特变电工,2014-12-20,30,12,rated_capacity_mva=201.4; rated_current_a=132.7,正常运行,0.4,3.0,80.19999999999999,2.0,0.6666666666666666,7.0,26.73333333333333,9813.266666666666,0.9972831978319783,85.58461538461539,39,5,0.1282051282051282,12,4.416666666666667,3,0.25,0.5531414634146341,0.6888560975609755,57.36829268292683,9423.560975609756,45.45454545454546,62.50440195236005,58.434045799610715,73.56153846153846,55.00000000000001,71.65354330708661,59.25091101396995,预警
EQ-0260,天津滨海220kV_断路器_05,断路器,220kV,天津滨海220kV变电站,华北,ABB,2009-12-18,25,17,rated_current_a=2215.8; breaking_capacity_ka=47.8,正常运行,0.68,3.0,81.9,0.0,0.0,3.0,27.3,9812.699999999999,0.9972256097560975,84.90128205128205,78,12,0.15384615384615385,10,4.7,2,0.2,0.6692536585365854,0.8364975609756097,58.81707317073171,8551.609756097561,81.81818181818181,62.2647151405607,24.81634393381736,69.37371794871795,64.0,40.78740157480316,58.75555511920908,预警
EQ-0431,大连开发区35kV_断路器_03,断路器,220kV,大连开发区35kV变电站,东北,河南森源,2006-04-02,25,20,rated_current_a=3201.8; breaking_capacity_ka=45.2,正常运行,0.8,1.0,49.1,0.0,0.0,1.0,49.1,29470.9,0.9983367208672087,83.3641975308642,81,19,0.2345679012345679,10,5.0,4,0.4,0.6921,0.8661585365853659,58.81707317073171,7760.975609756098,100.0,79.80427610643035,14.25969346587767,56.49691358024692,28.0,27.559055118110237,57.84323646330966,预警
EQ-0028,龙华220kV_避雷器_02,避雷器,220kV,龙华220kV变电站,华南,浙江金利华,2008-05-11,20,18,rated_voltage_kv=206.2,带病运行,0.9,2.0,9.1,0.0,0.0,2.0,4.55,14755.45,0.9996917344173443,84.00617283950618,81,16,0.19753086419753085,9,7.888888888888889,4,0.4444444444444444,0.6533780487804878,0.8130975609756098,58.81707317073171,9012.036585365855,90.9090909090909,78.5549655159321,31.778343472342165,62.37345679012346,20.0,16.535433070866162,57.80349635053271,预警
EQ-0300,武昌110kV_断路器_03,断路器,35kV,武昌110kV变电站,华中,平高电气,2010-05-22,25,16,rated_current_a=3407.2; breaking_capacity_ka=38.5,备用,0.64,3.0,36.6,1.0,0.3333333333333333,5.0,12.200000000000001,9827.800000000001,0.998760162601626,85.3763157894737,38,10,0.2631578947368421,11,2.0,1,0.09090909090909091,0.6525317073170731,0.8068829268292683,58.81707317073171,8743.829268292682,63.63636363636363,68.65166371380188,30.549743231300965,53.21447368421053,83.63636363636364,45.19685039370079,56.61486475374951,预警
EQ-0330,长沙星沙110kV_断路器_01,断路器,35kV,长沙星沙110kV变电站,华中,西门子,2016-03-14,25,10,rated_current_a=3658.1; breaking_capacity_ka=40.2,备用,0.4,3.0,30.1,2.0,0.6666666666666666,7.0,10.033333333333333,9829.966666666667,0.9989803523035231,85.75526315789473,38,2,0.05263157894736842,11,6.181818181818182,4,0.36363636363636365,0.6510975609756098,0.8080975609756097,58.81707317073171,9801.585365853658,45.45454545454546,69.56811328832875,37.955189333641584,84.9828947368421,34.54545454545455,71.65354330708661,56.235630883810856,预警
EQ-0276,天津滨海220kV_避雷器_04,避雷器,220kV,天津滨海220kV变电站,华北,中国西电,2008-07-09,20,18,rated_voltage_kv=101.4,正常运行,0.9,4.0,88.7,0.0,0.0,4.0,22.175,7357.825,0.9969952574525744,85.00253164556962,79,10,0.12658227848101267,11,7.363636363636363,4,0.36363636363636365,0.5772829268292683,0.7174390243902439,58.81707317073171,9012.036585365855,72.72727272727273,61.0762353021297,48.343978169099834,73.51392405063291,34.54545454545455,16.535433070866162,56.201038245291095,预警
EQ-0346,武侯110kV_电力变压器_01,电力变压器,110kV,武侯110kV变电站,西南,特变电工,2013-09-18,30,13,rated_capacity_mva=85.6; rated_current_a=433.7,正常运行,0.43333333333333335,3.0,124.0,2.0,0.6666666666666666,7.0,41.333333333333336,9798.666666666666,0.9957994579945799,87.83947368421053,38,4,0.10526315789473684,12,6.5,5,0.4166666666666667,0.5629439024390244,0.697290243902439,57.29756097560975,9161.951219512195,45.45454545454546,56.328941742471244,54.9259564835578,78.13026315789475,25.0,67.97900262467192,54.63205574499358,预警
EQ-0415,沈阳浑南110kV_断路器_05,断路器,35kV,沈阳浑南110kV变电站,东北,西门子,2011-03-05,25,15,rated_current_a=2035.7; breaking_capacity_ka=33.7,检修停运,0.6,4.0,70.3,2.0,0.5,8.0,17.575,7362.425,0.9976185636856368,87.4625,40,7,0.175,11,6.090909090909091,3,0.2727272727272727,0.5164,0.6454390243902439,58.81707317073171,9076.243902439024,36.36363636363637,63.027122463580234,61.64574079093484,67.48125,50.909090909090914,49.60629921259844,54.19920825398105,预警
EQ-0294,石家庄高新35kV_避雷器_03,避雷器,35kV,石家庄高新35kV变电站,华北,西门子,2009-05-26,20,17,rated_voltage_kv=135.1,正常运行,0.85,4.0,59.4,0.0,0.0,4.0,14.85,7365.15,0.9979878048780487,84.43333333333334,36,5,0.1388888888888889,10,3.9,3,0.3,0.6828000000000001,0.8355975609756098,58.81707317073171,9012.036585365855,72.72727272727273,64.18281105378735,26.647412689353082,71.38333333333333,46.00000000000001,22.047244094488207,53.86008733989509,预警
EQ-0176,苏州工业园220kV_避雷器_05,避雷器,110kV,苏州工业园220kV变电站,华东,中国西电,2007-02-09,20,19,rated_voltage_kv=159.9,带病运行,0.95,3.0,32.2,1.0,0.3333333333333333,5.0,10.733333333333334,9829.266666666666,0.998909214092141,85.35000000000001,38,4,0.10526315789473684,11,1.4545454545454546,3,0.2727272727272727,0.6510951219512195,0.8153975609756098,58.81707317073171,9012.036585365855,63.63636363636363,69.27202957963546,31.82061497941295,76.88552631578948,50.909090909090914,11.023622047244103,53.853720063902514,预警
EQ-0188,杭州滨江110kV_断路器_04,断路器,110kV,杭州滨江110kV变电站,华东,平高电气,2010-02-01,25,16,rated_current_a=3590.6; breaking_capacity_ka=34.3,正常运行,0.64,3.0,24.8,2.0,0.6666666666666666,7.0,8.266666666666667,9831.733333333334,0.999159891598916,86.0525,40,2,0.05,10,3.1,2,0.2,0.6895414634146342,0.837519512195122,58.81707317073171,8594.219512195123,45.45454545454546,70.31537217217375,22.849474408808515,85.52625,64.0,45.19685039370079,53.7452282192029,预警
EQ-0210,昆山35kV_电容器组_01,电容器组,35kV,昆山35kV变电站,华东,ABB,2006-10-12,20,20,rated_capacity_mvar=10.8,正常运行,1.0,3.0,25.200000000000003,2.0,0.6666666666666666,7.0,8.4,9831.6,0.9991463414634146,84.54722222222222,36,3,0.08333333333333333,12,3.0,2,0.16666666666666666,0.6518146341463414,0.8041926829268292,58.81707317073171,9012.036585365855,45.45454545454546,70.25897527527978,32.72905823516671,79.77361111111111,70.0,5.511811023622045,51.47846583475454,预警
EQ-0121,张江110kV_电容器组_01,电容器组,35kV,张江110kV变电站,华东,思源电气,2009-03-10,20,17,rated_capacity_mvar=21.9,正常运行,0.85,4.0,139.6,2.0,0.5,8.0,34.9,7345.1,0.9952710027100271,88.23658536585366,41,4,0.0975609756097561,12,0.0,0,0.0,0.6655121951219513,0.8247414634146342,58.81707317073171,9012.036585365855,36.36363636363637,55.67948766529101,29.45428569325251,79.4841463414634,100.0,22.047244094488207,50.24501012328613,预警
EQ-0316,江夏35kV_断路器_01,断路器,220kV,江夏35kV变电站,华中,西门子,2009-02-03,25,17,rated_current_a=3293.7; breaking_capacity_ka=40.0,检修停运,0.68,6.0,101.3,0.0,0.0,6.0,16.883333333333333,4903.116666666667,0.9965684281842818,86.33333333333333,81,17,0.20987654320987653,12,5.75,4,0.3333333333333333,0.6863219512195121,0.8593756097560976,58.81707317073171,7918.8536585365855,54.54545454545455,59.951137763677934,16.573614354807674,61.68518518518518,40.0,40.78740157480316,46.27283199531885,预警
