设备编号,检修日期,设备类型,所属变电站,检修前_月平均负荷率,检修后_月平均负荷率,月平均负荷率_变化率(%),检修前_月最大负荷率,检修后_月最大负荷率,月最大负荷率_变化率(%),检修前_油温（℃）,检修后_油温（℃）,油温（℃）_变化率(%),检修前_绕组温度（℃）,检修后_绕组温度（℃）,绕组温度（℃）_变化率(%),检修前_绝缘电阻（MΩ）,检修后_绝缘电阻（MΩ）,绝缘电阻（MΩ）_变化率(%),检修前_介质损耗角tanδ,检修后_介质损耗角tanδ,介质损耗角tanδ_变化率(%),检修前_局部放电量（pC）,检修后_局部放电量（pC）,局部放电量（pC）_变化率(%),检修前_SF6气体压力（MPa）,检修后_SF6气体压力（MPa）,SF6气体压力（MPa）_变化率(%)
EQ-0395,2025-06-22 00:00:00,电力变压器,成都高新35kV变电站,0.538,0.648,20.54,0.662,0.788,19.05,61.2,73.733,20.48,78.433,92.2,17.55,9989.333,8968.333,-10.22,0.005,0.005,3.75,3.267,8.867,171.43,,,
EQ-0235,2025-06-22 00:00:00,避雷器,亦庄110kV变电站,0.491,0.674,37.33,0.619,0.86,39.05,,,,,,,,,,,,,,,,,,
EQ-0229,2025-06-22 00:00:00,电容器组,亦庄110kV变电站,0.649,0.865,33.38,0.809,1.041,28.69,,,,,,,,,,0.005,0.005,-2.11,,,,,,
EQ-0262,2025-06-30 00:00:00,断路器,天津滨海220kV变电站,0.547,0.75,37.09,0.67,0.999,49.08,,,,,,,8545.333,9866.0,15.45,,,,,,,0.479,0.511,6.68
EQ-0225,2025-06-22 00:00:00,隔离开关,亦庄110kV变电站,0.538,0.736,36.83,0.691,0.894,29.45,,,,,,,,,,,,,,,,,,
EQ-0253,2025-06-22 00:00:00,电力变压器,天津滨海220kV变电站,0.497,0.648,30.49,0.633,0.823,30.09,56.967,64.967,14.04,71.5,84.833,18.65,10123.0,8684.667,-14.21,0.005,0.004,-30.96,5.967,9.733,63.13,,,
EQ-0340,2025-06-22 00:00:00,电容器组,长沙星沙110kV变电站,0.675,0.799,18.37,0.819,1.009,23.09,,,,,,,,,,0.004,0.004,17.41,,,,,,
EQ-0430,2025-06-22 00:00:00,断路器,大连开发区35kV变电站,0.607,0.802,32.18,0.772,0.998,29.39,,,,,,,8443.333,7110.0,-15.79,,,,,,,0.494,0.466,-5.8
EQ-0036,2025-06-22 00:00:00,GIS组合电器,龙华220kV变电站,0.608,0.777,27.9,0.784,0.982,25.19,71.0,83.767,17.98,87.6,103.033,17.62,8180.333,7430.333,-9.17,,,,11.667,9.033,-22.57,0.478,0.477,-0.28
EQ-0412,2025-06-22 00:00:00,断路器,沈阳浑南110kV变电站,0.609,0.773,26.94,0.783,0.94,20.06,,,,,,,8360.333,8919.667,6.69,,,,,,,0.486,0.509,4.87
EQ-0348,2025-06-22 00:00:00,电力变压器,武侯110kV变电站,0.529,0.649,22.67,0.659,0.819,24.26,66.5,74.533,12.08,82.067,93.933,14.46,9853.0,9468.667,-3.9,0.004,0.004,-8.86,8.867,13.867,56.39,,,
EQ-0027,2025-06-22 00:00:00,避雷器,龙华220kV变电站,0.609,0.828,35.91,0.724,1.029,42.09,,,,,,,,,,,,,,,,,,
EQ-0175,2025-06-22 00:00:00,避雷器,苏州工业园220kV变电站,0.504,0.647,28.45,0.643,0.809,25.69,,,,,,,,,,,,,,,,,,
EQ-0011,2025-06-22 00:00:00,断路器,龙华220kV变电站,0.493,0.672,36.43,0.626,0.838,33.91,,,,,,,9178.0,10357.333,12.85,,,,,,,0.468,0.486,3.92
EQ-0009,2025-06-22 00:00:00,断路器,龙华220kV变电站,0.543,0.722,33.13,0.67,0.908,35.62,,,,,,,7695.667,6737.0,-12.46,,,,,,,0.471,0.448,-4.75
EQ-0126,2025-06-23 00:00:00,避雷器,张江110kV变电站,0.625,0.817,30.59,0.771,0.962,24.72,,,,,,,,,,,,,,,,,,
EQ-0065,2025-07-01 00:00:00,GIS组合电器,松山湖220kV变电站,0.569,0.671,17.96,0.738,0.848,14.9,69.233,72.967,5.39,84.567,91.133,7.77,9175.667,8743.333,-4.71,,,,5.033,8.8,74.83,0.515,0.477,-7.5
EQ-0315,2025-06-23 00:00:00,电力变压器,江夏35kV变电站,0.673,0.869,29.14,0.881,0.986,11.94,64.9,78.833,21.47,82.6,100.733,21.95,7760.333,7191.333,-7.33,0.005,0.006,16.22,11.2,11.7,4.46,,,
EQ-0118,2025-06-23 00:00:00,隔离开关,张江110kV变电站,0.679,0.904,33.13,0.822,1.04,26.41,,,,,,,,,,,,,,,,,,
EQ-0287,2025-07-09 00:00:00,隔离开关,石家庄高新35kV变电站,0.608,0.602,-1.01,0.749,0.738,-1.44,,,,,,,,,,,,,,,,,,
EQ-0164,2025-07-01 00:00:00,隔离开关,苏州工业园220kV变电站,0.592,0.721,21.81,0.742,0.893,20.24,,,,,,,,,,,,,,,,,,
EQ-0007,2025-06-23 00:00:00,断路器,龙华220kV变电站,0.529,0.705,33.34,0.658,0.894,35.83,,,,,,,8149.0,8629.333,5.89,,,,,,,0.502,0.498,-0.8
EQ-0292,2025-07-11 00:00:00,避雷器,石家庄高新35kV变电站,0.643,0.638,-0.71,0.843,0.796,-5.51,,,,,,,,,,,,,,,,,,
EQ-0086,2025-06-23 00:00:00,GIS组合电器,南沙110kV变电站,0.599,0.812,35.41,0.739,0.974,31.75,67.9,85.7,26.22,86.367,107.3,24.24,8259.333,9423.667,14.1,,,,11.8,8.8,-25.42,0.48,0.487,1.39
EQ-0110,2025-06-23 00:00:00,断路器,张江110kV变电站,0.539,0.707,31.26,0.695,0.937,34.83,,,,,,,9441.333,7959.333,-15.7,,,,,,,0.48,0.477,-0.62
EQ-0108,2025-06-23 00:00:00,电力变压器,张江110kV变电站,0.669,0.924,38.19,0.877,1.031,17.54,65.567,87.9,34.06,83.8,110.733,32.14,9024.667,8253.0,-8.55,0.005,0.005,18.51,8.867,9.6,8.27,,,
EQ-0182,2025-06-23 00:00:00,电力变压器,杭州滨江110kV变电站,0.581,0.75,29.01,0.74,0.897,21.34,64.933,75.733,16.63,81.333,95.633,17.58,8966.333,9005.333,0.43,0.005,0.004,-25.48,10.8,10.6,-1.85,,,
EQ-0128,2025-06-23 00:00:00,GIS组合电器,张江110kV变电站,0.629,0.754,19.81,0.755,0.942,24.8,71.233,74.433,4.49,87.867,92.433,5.2,7187.333,8278.0,15.17,,,,7.733,13.433,73.71,0.461,0.501,8.76
EQ-0188,2025-07-12 00:00:00,断路器,杭州滨江110kV变电站,0.78,0.817,4.71,0.942,0.96,1.97,,,,,,,7571.667,7735.333,2.16,,,,,,,0.483,0.5,3.52
EQ-0057,2025-06-24 00:00:00,电容器组,松山湖220kV变电站,0.643,0.871,35.32,0.829,1.036,24.97,,,,,,,,,,0.004,0.004,-0.24,,,,,,
EQ-0180,2025-06-22 00:00:00,GIS组合电器,苏州工业园220kV变电站,0.479,0.654,36.71,0.591,0.839,41.91,62.4,73.867,18.38,77.767,91.233,17.32,8424.333,7934.0,-5.82,,,,11.467,8.467,-26.16,0.497,0.47,-5.5
EQ-0152,2025-07-23 00:00:00,电力变压器,苏州工业园220kV变电站,0.747,0.761,1.79,0.904,0.924,2.11,74.033,74.533,0.68,93.733,95.933,2.35,8674.667,8064.0,-7.04,0.005,0.005,8.85,8.1,9.8,20.99,,,
EQ-0378,2025-06-24 00:00:00,隔离开关,重庆两江220kV变电站,0.525,0.718,36.7,0.673,0.896,33.18,,,,,,,,,,,,,,,,,,
EQ-0246,2025-06-24 00:00:00,隔离开关,通州35kV变电站,0.673,0.897,33.31,0.861,1.052,22.16,,,,,,,,,,,,,,,,,,
EQ-0069,2025-06-24 00:00:00,电力变压器,南沙110kV变电站,0.615,0.864,40.51,0.792,1.021,28.98,71.567,83.9,17.23,88.4,103.533,17.12,8807.667,9133.333,3.7,0.004,0.005,17.26,14.633,5.833,-60.14,,,
EQ-0339,2025-06-23 00:00:00,电容器组,长沙星沙110kV变电站,0.62,0.798,28.74,0.777,0.984,26.68,,,,,,,,,,0.003,0.004,31.46,,,,,,
EQ-0047,2025-06-24 00:00:00,断路器,松山湖220kV变电站,0.585,0.785,34.25,0.73,1.027,40.66,,,,,,,9201.667,8642.0,-6.08,,,,,,,0.465,0.499,7.38
EQ-0431,2025-06-24 16:58:00,断路器,大连开发区35kV变电站,0.671,0.881,31.28,0.843,1.052,24.74,,,,,,,5815.667,8610.333,48.05,,,,,,,0.508,0.5,-1.64
EQ-0026,2025-06-25 00:00:00,电容器组,龙华220kV变电站,0.664,0.878,32.17,0.84,1.042,24.09,,,,,,,,,,0.005,0.004,-13.67,,,,,,
EQ-0073,2025-06-25 00:00:00,断路器,南沙110kV变电站,0.55,0.748,35.94,0.711,0.911,28.08,,,,,,,8778.0,10181.333,15.99,,,,,,,0.511,0.514,0.52
EQ-0432,2025-06-25 00:00:00,隔离开关,大连开发区35kV变电站,0.46,0.618,34.29,0.61,0.761,24.67,,,,,,,,,,,,,,,,,,
EQ-0433,2025-06-25 00:00:00,隔离开关,大连开发区35kV变电站,0.464,0.599,29.18,0.577,0.752,30.44,,,,,,,,,,,,,,,,,,
EQ-0187,2025-06-25 00:00:00,断路器,杭州滨江110kV变电站,0.669,0.871,30.21,0.833,1.031,23.75,,,,,,,9030.0,9323.0,3.24,,,,,,,0.479,0.487,1.6
EQ-0352,2025-06-25 00:00:00,断路器,武侯110kV变电站,0.636,0.846,32.97,0.796,1.019,28.06,,,,,,,10909.0,8271.333,-24.18,,,,,,,0.488,0.499,2.39
EQ-0173,2025-06-25 00:00:00,避雷器,苏州工业园220kV变电站,0.531,0.683,28.67,0.649,0.812,25.13,,,,,,,,,,,,,,,,,,
EQ-0163,2025-06-25 00:00:00,隔离开关,苏州工业园220kV变电站,0.502,0.648,29.15,0.654,0.808,23.67,,,,,,,,,,,,,,,,,,
EQ-0374,2025-06-25 00:00:00,断路器,重庆两江220kV变电站,0.668,0.87,30.28,0.804,1.024,27.39,,,,,,,7992.333,7400.667,-7.4,,,,,,,0.484,0.489,1.1
EQ-0156,2025-06-25 00:00:00,断路器,苏州工业园220kV变电站,0.511,0.619,21.22,0.653,0.755,15.7,,,,,,,9015.333,7877.333,-12.62,,,,,,,0.472,0.48,1.77
EQ-0392,2025-06-25 00:00:00,GIS组合电器,重庆两江220kV变电站,0.486,0.676,39.06,0.598,0.858,43.57,63.867,71.433,11.85,78.967,88.633,12.24,8543.667,10588.0,23.93,,,,14.467,8.767,-39.4,0.486,0.507,4.39
EQ-0056,2025-07-04 00:00:00,隔离开关,松山湖220kV变电站,0.61,0.637,4.46,0.743,0.757,1.88,,,,,,,,,,,,,,,,,,
EQ-0159,2025-06-25 00:00:00,断路器,苏州工业园220kV变电站,0.652,0.821,26.05,0.798,0.979,22.65,,,,,,,9274.0,7991.333,-13.83,,,,,,,0.495,0.495,0.07
EQ-0439,2025-07-09 00:00:00,避雷器,大连开发区35kV变电站,0.653,0.647,-0.96,0.825,0.821,-0.47,,,,,,,,,,,,,,,,,,
EQ-0303,2025-06-25 00:00:00,隔离开关,武昌110kV变电站,0.552,0.772,39.76,0.679,0.959,41.33,,,,,,,,,,,,,,,,,,
EQ-0079,2025-06-25 00:00:00,隔离开关,南沙110kV变电站,0.59,0.724,22.57,0.767,0.886,15.48,,,,,,,,,,,,,,,,,,
EQ-0310,2025-06-25 00:00:00,避雷器,武昌110kV变电站,0.475,0.633,33.39,0.606,0.8,32.01,,,,,,,,,,,,,,,,,,
EQ-0066,2025-06-26 00:00:00,GIS组合电器,松山湖220kV变电站,0.463,0.661,42.65,0.599,0.838,39.94,63.8,79.8,25.08,76.0,95.967,26.27,9422.667,9031.333,-4.15,,,,7.2,8.367,16.2,0.479,0.483,0.97
EQ-0258,2025-07-20 00:00:00,断路器,天津滨海220kV变电站,0.641,0.636,-0.75,0.785,0.812,3.43,,,,,,,8762.0,9736.333,11.12,,,,,,,0.457,0.521,14.16
EQ-0205,2025-06-26 00:00:00,断路器,昆山35kV变电站,0.546,0.68,24.53,0.692,0.881,27.22,,,,,,,9043.667,7324.0,-19.02,,,,,,,0.483,0.472,-2.21
EQ-0354,2025-07-17 00:00:00,隔离开关,武侯110kV变电站,0.632,0.626,-0.96,0.762,0.773,1.37,,,,,,,,,,,,,,,,,,
EQ-0154,2025-06-26 00:00:00,断路器,苏州工业园220kV变电站,0.576,0.766,32.93,0.699,0.912,30.5,,,,,,,7803.667,9358.333,19.92,,,,,,,0.468,0.493,5.49
EQ-0017,2025-06-26 00:00:00,隔离开关,龙华220kV变电站,0.664,0.851,28.17,0.806,1.016,26.07,,,,,,,,,,,,,,,,,,
EQ-0171,2025-06-26 00:00:00,电容器组,苏州工业园220kV变电站,0.535,0.729,36.34,0.695,0.902,29.77,,,,,,,,,,0.005,0.005,11.52,,,,,,
EQ-0420,2025-06-26 00:00:00,电容器组,沈阳浑南110kV变电站,0.595,0.816,37.08,0.759,1.015,33.82,,,,,,,,,,0.004,0.005,13.32,,,,,,
EQ-0237,2025-06-26 00:00:00,GIS组合电器,亦庄110kV变电站,0.594,0.828,39.46,0.757,0.969,28.01,64.667,75.833,17.27,81.333,97.6,20.0,7673.0,8600.667,12.09,,,,16.5,7.433,-54.95,0.481,0.496,3.05
EQ-0016,2025-06-20 00:00:00,隔离开关,龙华220kV变电站,0.666,0.908,36.33,0.844,1.05,24.37,,,,,,,,,,,,,,,,,,
EQ-0331,2025-06-21 00:00:00,断路器,长沙星沙110kV变电站,0.518,0.715,37.91,0.648,0.903,39.36,,,,,,,8865.667,9391.0,5.93,,,,,,,0.514,0.472,-8.24
EQ-0170,2025-06-27 00:00:00,电容器组,苏州工业园220kV变电站,0.523,0.664,26.98,0.633,0.852,34.66,,,,,,,,,,0.005,0.004,-6.51,,,,,,
EQ-0209,2025-06-27 00:00:00,隔离开关,昆山35kV变电站,0.561,0.767,36.76,0.694,0.959,38.21,,,,,,,,,,,,,,,,,,
EQ-0295,2025-07-20 00:00:00,电力变压器,武昌110kV变电站,0.747,0.716,-4.11,0.921,0.911,-1.07,71.433,73.367,2.71,93.333,90.767,-2.75,8915.0,7201.667,-19.22,0.005,0.005,-14.68,9.5,11.0,15.79,,,
EQ-0166,2025-06-27 00:00:00,隔离开关,苏州工业园220kV变电站,0.499,0.699,40.02,0.608,0.877,44.23,,,,,,,,,,,,,,,,,,
EQ-0143,2025-07-26 00:00:00,避雷器,临港110kV变电站,0.781,0.768,-1.66,0.936,0.919,-1.79,,,,,,,,,,,,,,,,,,
EQ-0094,2025-06-27 00:00:00,断路器,前海110kV变电站,0.517,0.673,30.29,0.649,0.826,27.39,,,,,,,9675.0,7375.0,-23.77,,,,,,,0.483,0.487,0.76
EQ-0181,2025-06-27 00:00:00,GIS组合电器,苏州工业园220kV变电站,0.608,0.778,27.92,0.797,0.946,18.75,63.867,81.3,27.3,80.433,101.4,26.07,7389.0,9311.0,26.01,,,,5.6,11.633,107.74,0.499,0.509,2.01
EQ-0082,2025-07-27 00:00:00,避雷器,南沙110kV变电站,0.791,0.78,-1.35,0.951,0.898,-5.53,,,,,,,,,,,,,,,,,,
EQ-0140,2025-06-22 00:00:00,隔离开关,临港110kV变电站,0.522,0.674,29.06,0.662,0.859,29.75,,,,,,,,,,,,,,,,,,
EQ-0035,2025-06-27 00:00:00,GIS组合电器,龙华220kV变电站,0.619,0.815,31.65,0.754,1.007,33.5,71.467,81.533,14.09,89.667,101.133,12.79,9501.333,7947.667,-16.35,,,,11.967,6.167,-48.47,0.465,0.525,12.75
EQ-0296,2025-06-27 00:00:00,电力变压器,武昌110kV变电站,0.596,0.83,39.28,0.759,1.023,34.78,65.0,74.267,14.26,81.967,94.667,15.49,8949.667,7477.0,-16.45,0.005,0.004,-14.07,5.733,4.567,-20.35,,,
EQ-0263,2025-07-23 00:00:00,断路器,天津滨海220kV变电站,0.767,0.757,-1.35,0.962,0.895,-6.94,,,,,,,7006.0,8545.0,21.97,,,,,,,0.458,0.471,2.99
EQ-0062,2025-06-27 00:00:00,避雷器,松山湖220kV变电站,0.533,0.694,30.23,0.663,0.871,31.25,,,,,,,,,,,,,,,,,,
EQ-0023,2025-06-27 00:00:00,隔离开关,龙华220kV变电站,0.666,0.797,19.8,0.814,0.967,18.81,,,,,,,,,,,,,,,,,,
EQ-0046,2025-06-27 00:00:00,断路器,松山湖220kV变电站,0.642,0.868,35.17,0.84,1.015,20.77,,,,,,,9571.333,9710.667,1.46,,,,,,,0.47,0.497,5.6
EQ-0014,2025-07-20 00:00:00,断路器,龙华220kV变电站,0.685,0.645,-5.89,0.873,0.798,-8.6,,,,,,,8525.667,10571.667,24.0,,,,,,,0.485,0.479,-1.1
EQ-0077,2025-07-08 00:00:00,隔离开关,南沙110kV变电站,0.703,0.685,-2.58,0.859,0.822,-4.35,,,,,,,,,,,,,,,,,,
EQ-0247,2025-06-27 00:00:00,电容器组,通州35kV变电站,0.576,0.821,42.49,0.713,1.044,46.48,,,,,,,,,,0.005,0.004,-13.92,,,,,,
EQ-0404,2025-06-27 00:00:00,电容器组,成都高新35kV变电站,0.648,0.81,24.96,0.816,1.023,25.31,,,,,,,,,,0.004,0.005,24.33,,,,,,
EQ-0275,2025-06-28 00:00:00,避雷器,天津滨海220kV变电站,0.695,0.861,23.8,0.914,1.04,13.77,,,,,,,,,,,,,,,,,,
EQ-0334,2025-06-28 00:00:00,断路器,长沙星沙110kV变电站,0.538,0.719,33.72,0.688,0.898,30.62,,,,,,,9190.0,8920.333,-2.93,,,,,,,0.485,0.479,-1.24
EQ-0034,2025-06-28 00:00:00,避雷器,龙华220kV变电站,0.593,0.766,29.21,0.739,0.981,32.8,,,,,,,,,,,,,,,,,,
EQ-0357,2025-06-28 00:00:00,隔离开关,武侯110kV变电站,0.609,0.809,32.82,0.778,1.026,31.95,,,,,,,,,,,,,,,,,,
EQ-0186,2025-06-28 00:00:00,断路器,杭州滨江110kV变电站,0.71,0.903,27.22,0.848,1.06,24.93,,,,,,,8714.333,8165.667,-6.3,,,,,,,0.46,0.506,10.07
EQ-0321,2025-06-28 00:00:00,隔离开关,江夏35kV变电站,0.52,0.711,36.61,0.677,0.889,31.25,,,,,,,,,,,,,,,,,,
EQ-0359,2025-06-28 00:00:00,电容器组,武侯110kV变电站,0.518,0.724,39.83,0.648,0.882,36.03,,,,,,,,,,0.004,0.005,13.8,,,,,,
EQ-0278,2025-06-28 00:00:00,避雷器,天津滨海220kV变电站,0.487,0.665,36.42,0.61,0.823,34.86,,,,,,,,,,,,,,,,,,
EQ-0236,2025-06-28 00:00:00,GIS组合电器,亦庄110kV变电站,0.618,0.855,38.33,0.737,1.011,37.19,62.267,73.133,17.45,79.733,93.067,16.72,7842.0,8106.667,3.37,,,,11.7,9.667,-17.38,0.475,0.461,-2.95
EQ-0112,2025-07-28 00:00:00,断路器,张江110kV变电站,0.653,0.667,2.03,0.798,0.815,2.12,,,,,,,7652.0,9561.333,24.95,,,,,,,0.495,0.471,-4.78
EQ-0204,2025-06-28 00:00:00,断路器,昆山35kV变电站,0.513,0.708,38.11,0.669,0.849,27.0,,,,,,,8201.0,7655.667,-6.65,,,,,,,0.509,0.46,-9.56
EQ-0410,2025-07-23 00:00:00,电力变压器,沈阳浑南110kV变电站,0.654,0.628,-4.08,0.806,0.77,-4.52,64.867,59.0,-9.04,81.5,75.8,-6.99,7301.0,7813.0,7.01,0.004,0.004,-10.94,8.133,10.0,22.95,,,
EQ-0394,2025-06-28 00:00:00,GIS组合电器,重庆两江220kV变电站,0.669,0.876,30.99,0.821,1.065,29.74,66.167,82.633,24.89,85.2,102.067,19.8,10481.333,7801.0,-25.57,,,,5.1,7.867,54.25,0.486,0.477,-1.85
EQ-0332,2025-06-28 00:00:00,断路器,长沙星沙110kV变电站,0.497,0.635,27.77,0.613,0.788,28.66,,,,,,,9189.667,9313.667,1.35,,,,,,,0.466,0.5,7.22
EQ-0231,2025-07-09 00:00:00,避雷器,亦庄110kV变电站,0.64,0.63,-1.57,0.83,0.779,-6.14,,,,,,,,,,,,,,,,,,
EQ-0114,2025-06-28 00:00:00,断路器,张江110kV变电站,0.691,0.902,30.55,0.854,1.05,22.98,,,,,,,8408.333,9348.0,11.18,,,,,,,0.481,0.507,5.34
EQ-0008,2025-06-28 00:00:00,断路器,龙华220kV变电站,0.525,0.677,29.01,0.63,0.851,35.05,,,,,,,7075.0,8101.333,14.51,,,,,,,0.473,0.479,1.27
EQ-0115,2025-06-28 00:00:00,断路器,张江110kV变电站,0.564,0.731,29.66,0.749,0.952,27.17,,,,,,,9100.667,7423.0,-18.43,,,,,,,0.486,0.467,-3.98
EQ-0039,2025-06-28 00:00:00,电力变压器,松山湖220kV变电站,0.673,0.836,24.22,0.822,1.03,25.29,68.7,82.833,20.57,85.933,103.4,20.33,10046.333,8898.0,-11.43,0.005,0.003,-44.08,15.567,8.567,-44.97,,,
EQ-0408,2025-06-29 00:00:00,电力变压器,沈阳浑南110kV变电站,0.652,0.832,27.7,0.794,1.008,26.88,58.267,73.167,25.57,76.7,93.367,21.73,8598.667,7174.667,-16.56,0.006,0.004,-36.34,11.733,10.5,-10.51,,,
EQ-0290,2025-06-29 00:00:00,电容器组,石家庄高新35kV变电站,0.642,0.79,23.11,0.804,0.939,16.82,,,,,,,,,,0.004,0.004,-6.02,,,,,,
EQ-0393,2025-06-29 00:00:00,GIS组合电器,重庆两江220kV变电站,0.652,0.841,29.05,0.779,1.007,29.32,64.533,81.367,26.08,80.533,102.633,27.44,8701.0,7451.333,-14.36,,,,14.067,9.8,-30.33,0.461,0.468,1.59
EQ-0031,2025-06-29 00:00:00,避雷器,龙华220kV变电站,0.636,0.882,38.54,0.792,1.026,29.48,,,,,,,,,,,,,,,,,,
EQ-0020,2025-07-04 00:00:00,隔离开关,龙华220kV变电站,0.631,0.6,-5.03,0.777,0.764,-1.67,,,,,,,,,,,,,,,,,,
EQ-0149,2025-06-29 00:00:00,电力变压器,苏州工业园220kV变电站,0.508,0.636,25.16,0.647,0.822,27.12,62.467,75.3,20.54,77.2,92.5,19.82,6014.333,8760.333,45.66,0.004,0.004,4.77,11.7,13.333,13.96,,,
EQ-0411,2025-06-29 00:00:00,断路器,沈阳浑南110kV变电站,0.668,0.877,31.26,0.84,1.029,22.4,,,,,,,8143.667,7883.667,-3.19,,,,,,,0.513,0.495,-3.57
EQ-0132,2025-06-29 00:00:00,断路器,临港110kV变电站,0.663,0.858,29.46,0.811,1.048,29.17,,,,,,,9529.333,8764.333,-8.03,,,,,,,0.515,0.493,-4.34
EQ-0356,2025-06-29 00:00:00,隔离开关,武侯110kV变电站,0.522,0.703,34.66,0.656,0.884,34.83,,,,,,,,,,,,,,,,,,
EQ-0297,2025-07-17 00:00:00,电力变压器,武昌110kV变电站,0.577,0.574,-0.53,0.721,0.712,-1.29,66.967,62.933,-6.02,84.1,79.9,-4.99,9566.667,10238.667,7.02,0.004,0.004,-9.37,6.333,7.633,20.53,,,
EQ-0375,2025-07-15 00:00:00,断路器,重庆两江220kV变电站,0.772,0.748,-3.04,0.916,0.95,3.78,,,,,,,7773.667,7471.0,-3.89,,,,,,,0.502,0.51,1.73
EQ-0437,2025-06-29 00:00:00,避雷器,大连开发区35kV变电站,0.494,0.694,40.58,0.614,0.847,37.98,,,,,,,,,,,,,,,,,,
EQ-0260,2025-06-29 00:00:00,断路器,天津滨海220kV变电站,0.669,0.878,31.24,0.831,1.037,24.89,,,,,,,9635.667,8982.333,-6.78,,,,,,,0.476,0.468,-1.75
EQ-0210,2025-06-29 00:00:00,电容器组,昆山35kV变电站,0.649,0.887,36.66,0.827,1.037,25.46,,,,,,,,,,0.005,0.005,4.47,,,,,,
EQ-0418,2025-06-29 00:00:00,隔离开关,沈阳浑南110kV变电站,0.642,0.87,35.49,0.757,1.031,36.08,,,,,,,,,,,,,,,,,,
EQ-0025,2025-06-29 00:00:00,电容器组,龙华220kV变电站,0.657,0.89,35.51,0.834,1.066,27.75,,,,,,,,,,0.005,0.005,3.7,,,,,,
EQ-0040,2025-07-28 00:00:00,电力变压器,松山湖220kV变电站,0.778,0.766,-1.53,0.957,0.92,-3.85,81.567,79.9,-2.04,100.267,97.933,-2.33,8316.0,7870.333,-5.36,0.004,0.004,-12.96,11.133,11.7,5.09,,,
EQ-0197,2025-06-29 00:00:00,避雷器,杭州滨江110kV变电站,0.541,0.663,22.63,0.665,0.842,26.74,,,,,,,,,,,,,,,,,,
EQ-0191,2025-06-30 00:00:00,隔离开关,杭州滨江110kV变电站,0.622,0.841,35.23,0.731,1.056,44.34,,,,,,,,,,,,,,,,,,
EQ-0217,2025-06-30 00:00:00,电力变压器,亦庄110kV变电站,0.625,0.851,36.07,0.798,1.049,31.51,62.867,75.367,19.88,80.0,96.733,20.92,7947.0,8782.333,10.51,0.006,0.005,-8.65,9.5,12.567,32.28,,,
EQ-0215,2025-06-30 00:00:00,电力变压器,亦庄110kV变电站,0.565,0.772,36.68,0.716,0.952,32.9,60.233,73.967,22.8,78.5,94.5,20.38,9323.0,8635.333,-7.38,0.004,0.004,-5.81,15.833,14.5,-8.42,,,
EQ-0389,2025-06-30 00:00:00,避雷器,重庆两江220kV变电站,0.541,0.717,32.51,0.68,0.864,27.17,,,,,,,,,,,,,,,,,,
EQ-0203,2025-06-30 00:00:00,断路器,昆山35kV变电站,0.54,0.711,31.72,0.66,0.895,35.68,,,,,,,8179.333,7571.667,-7.43,,,,,,,0.509,0.469,-7.98
EQ-0344,2025-06-30 00:00:00,避雷器,长沙星沙110kV变电站,0.662,0.856,29.48,0.8,1.053,31.65,,,,,,,,,,,,,,,,,,
EQ-0320,2025-06-30 00:00:00,隔离开关,江夏35kV变电站,0.512,0.67,30.85,0.63,0.863,36.98,,,,,,,,,,,,,,,,,,
EQ-0106,2025-06-30 00:00:00,GIS组合电器,前海110kV变电站,0.545,0.793,45.45,0.7,0.937,33.79,66.4,80.867,21.79,82.067,100.1,21.97,8363.667,9747.667,16.55,,,,7.467,8.067,8.04,0.489,0.482,-1.36
EQ-0319,2025-06-29 00:00:00,隔离开关,江夏35kV变电站,0.527,0.673,27.7,0.636,0.865,35.99,,,,,,,,,,,,,,,,,,
EQ-0318,2025-07-07 00:00:00,断路器,江夏35kV变电站,0.591,0.597,1.09,0.74,0.724,-2.17,,,,,,,9243.0,9566.667,3.5,,,,,,,0.501,0.476,-5.05
EQ-0099,2025-06-30 00:00:00,电容器组,前海110kV变电站,0.603,0.828,37.19,0.756,0.986,30.4,,,,,,,,,,0.005,0.003,-31.07,,,,,,
EQ-0060,2025-06-30 00:00:00,避雷器,松山湖220kV变电站,0.548,0.695,26.91,0.715,0.842,17.82,,,,,,,,,,,,,,,,,,
EQ-0224,2025-06-30 00:00:00,隔离开关,亦庄110kV变电站,0.572,0.804,40.56,0.736,0.987,34.17,,,,,,,,,,,,,,,,,,
EQ-0124,2025-07-02 00:00:00,避雷器,张江110kV变电站,0.808,0.761,-5.86,0.959,0.943,-1.64,,,,,,,,,,,,,,,,,,
EQ-0399,2025-07-04 00:00:00,断路器,成都高新35kV变电站,0.763,0.767,0.5,0.958,0.98,2.22,,,,,,,8556.0,10075.667,17.76,,,,,,,0.509,0.485,-4.65
EQ-0048,2025-07-07 00:00:00,断路器,松山湖220kV变电站,0.706,0.678,-3.99,0.873,0.842,-3.63,,,,,,,10017.667,9471.333,-5.45,,,,,,,0.476,0.468,-1.82
EQ-0117,2025-07-25 00:00:00,隔离开关,张江110kV变电站,0.739,0.762,3.18,0.926,0.937,1.19,,,,,,,,,,,,,,,,,,
EQ-0191,2025-07-08 00:00:00,隔离开关,杭州滨江110kV变电站,0.748,0.728,-2.7,0.877,0.923,5.22,,,,,,,,,,,,,,,,,,
